"시군명","연락처","행사주최","장소","시간","행사종료일","행사시작일","내용","제목","고유번호"
"통영시","055-648-3888","통영시/해병대 전우회","통영지구전적비(원문공원)","11:00","2020-08-16","2020-08-16","해병대 통영상륙작전 추모제","해병대 통영상륙작전 추모제","41296020"
"통영시","055-644-5222","통영시/(재)한산대첩기념사업회","통영 충렬사","16:00","2020-08-14","2020-08-14","제59회 통영한산대첩축제를 취소하게 되었음을고하는 고유제 진행","제59회 통영한산대첩축제 고유제","41296019"
"통영시","055-645-5837","사단법인 국가무형문화재 승전무보존회","산양중학교    체육관","13:00","2020-08-13","2020-08-13","승전무 북춤, 칼춤, 기방입춤, 소고춤, 쟁강춤, 진도북놀이","찾아가는 무형문화재 공연","41296018"
"통영시","055-643-5898","통영시/(사)한국서예협회통영지부","통영시민문화회관 전시실","09:00~18:00","2020-08-15","2020-08-11","입상작품(서예) 전시","제7회 한산대첩기념 전국서예대전 입상작품 전시","41296017"
"통영시","055-646-3310","통영시/통영문화원","통영문화원","11:00","2020-08-04","2020-08-04","간창골 새미굿","간창골 새미굿","41296016"
"진주시","1544-6711","경상남도문화예술회관","대공연장","19:30","2020-08-26","2020-08-26","행사설명 : 다양한 장르 공연을 도민에게 제공하여 지역주민 문화예술향유권을 확대하는 문화가 있는날 공연입장료(관람료) : 균일 10,000원","[기획] 문화가 있는날""염쟁이 유씨""","41296015"
"진주시","055-762-6713010-3885-6290","진주여성수채화회","제1전시실","10:00 ~ 18:00","2020-08-31","2020-08-27","행사설명 : 연1회 진주여성수채회회 회원 1인당 3점 이상의 작품을 4일간 전시하는 활동을 통하여, 진주시민들에게 문화체험 기회를 제공하는 전시.입장료(관람료) : 무료","[대관] 제12회 진주여성수채화회전","41296014"
"진주시","055-758-0049010-4740-0890","진주미술협회","제1전시실","10:00 ~ 18:00","2020-08-22","2020-08-21","행사설명 : 2020개천미술대상전 2차접수와 심사는 한국화, 서양화, 수채화 및 공예, 조소, 디자인, 서각등 2차실물 작품접수와 심사를 같이 진행하여 최종 수상작을 선정.입장료(관람료) : 무료","[대관] 2020개천미술대상전 2차접수 및 심사","41296013"
"진주시","055-758-0049010-4740-0890","진주미술협회","제1전시실","10:00 ~ 18:00","2020-08-15","2020-08-15","행사설명 : 2020개천미술대상전 1차심사는 한국화, 서양화, 수채화, 문인화, 서예 5개분야를 1차심사와 본심사를 같이 진행.입장료(관람료) : 무료","[대관] 2020개천미술대상전 1차심사 및 본심사","41296012"
"진주시","1544-6711","경상남도문화예술회관","제2전시실","10:00 ~ 18:00","2020-09-08","2020-08-12","행사설명 : 시대의 예술가이자 폭넓은 대중의 사람을 받아온 목판화가 이철수 선생의 작품으로 진행되는 전시. 입장료(관람료) : 무료","[기획] 2020 이철수 판화전 - 너 하나를 위해, 오늘...","41296011"
"진주시","055-743-2714010-9599-6009","한송전통목가구연구회","제2전시실","10:00 ~ 18:00","2020-08-09","2020-08-06","행사설명 : 대한민국 가구 제작 명장 김병수와 그의 제자들이 그간 수학하고 창작활동을 통해 만든 결과물을 모아 기획한 목가구 전시.입장료(관람료) : 무료","[대관] 제5회 한송전통목가구연구회 정기 회원전","41296010"
"진주시","055-854-6568010-3838-6568","서미향","제1전시실","10:00 ~ 18:00","2020-08-11","2020-08-06","행사설명 : 전통, 서예,불화, 선묵화, 목공예 100여점 전시 예정.입장료(관람료) : 무료","[대관] 무견 서원표전","41296009"
"창원시","055-254-4635","경남도립미술관","다목적홀","14:00-17:00","2020-08-07","2020-08-07","한국 근현대미술의 새로운 태동과 방향을 위한 학술 포럼","2020 전시연계학술포럼","41296008"
"창원시","055-225-3667","창원시(문화예술과)","자산솔밭공원","19:10~20:30(사전공연 18:30)","2020-08-21","2020-08-21","음악회 개최","자산동 어울림 음악회","41296007"
"창원시","055-225-3667","창원시","오동동 문화광장","19:00~20:30","2020-08-21","2020-08-21","대중가수 공연","마산합포구 오동동 어울림음악회","41296005"
"창원시","055)714-7646","창원문화재단","창원역사민속관 영상실(B1)","16:00 / 19:00","2020-08-15","2020-08-13","8월 13일 ▶ 상영작 : 안시성(2018)▶ 감독 : 김광식 ▶ 출연 : 조인성, 남주혁 ▶ 장르 : 액션,입장료:무료8월 14일 ▶ 상영작 : 사도(2014)▶ 감독 : 이준익▶ 출연 : 송강호, 유아인 ▶ 장르 : 드라마,입장료:무료8월 15일 ▶ 상영작 : 말모이(2018)▶ 감독 : 엄유나▶ 출연 : 유해진, 윤계상 ▶ 장르 : 드라마,입장료:무료","<한국사 시네마 테크>","41296004"
"창원시","055)714-7646","창원문화재단","창원역사민속관영상실(B1)","16:00 / 19:00","2020-08-26","2020-08-26","▶ 상영작: 피노키오(1940)▶ 입장료:무료","<명작 영화 콜랙숀>","41296003"
"창원시","055)714-7646","창원문화재단","창원의집","8/7(금)20:00, 8/8(토)20:00","2020-08-08","2020-08-07","▶ 창원의집 고택 야경을 배경으로 펼쳐지는 미션형 가이드 투어. 입장료:무료","창원의집 야간개장 프로그램 <家신과 함께>","41296002"
"창원시","055-719-7864","(재)창원문화재단&극단 상상창꼬","진해문화센터 공연장","19:00","2020-08-29","2020-08-29","2020 공연장 상주단체 육성지원사업 진해지역""소쿠리섬""설화를 바탕으로 한 창작극입장료 : 전석 10,000원","판타지 「바닷길 우화」","41296001"
"창원시","055-719-7866","(재)창원문화재단","진해야외공연장","20:00","2020-08-26","2020-08-26","영화 '보헤미안 랩소디'상영.입장료 : 무료","2020 한여름밤의 시네마 「짠내극장」","41296000"
"창원시","070-7666-7915","주식회사 희망극단","진해문화센터 공연장","10:10/11:10","2020-08-26","2020-08-26","가족 뮤지컬 미녀와 야수입장료: 개인 10,000원 / 단체 6,000원","가족뮤지컬 미녀와 야수","41295999"
"창원시","055-268-7914","(재)창원문화재단","진해문화센터 공연장","20:00","2020-08-23","2020-08-23","창원문화재단 지역예술인지원사업 「국악콘서트 樂 」입장료 : 무료","지역예술인지원사업 「국악콘서트 樂 」","41295998"
"창원시","055-719-7866","(재)창원문화재단","진해야외공연장","20:00","2020-08-19","2020-08-19","영화 '코코' 상영.입장료 : 무료","2020 한여름밤의 시네마 「짠내극장」","41295997"
"창원시","055-719-7865","(재)창원문화재단","진해야외공연장","20:00","2020-08-15","2020-08-14","전국의 인디밴드 등 공연형 생활문화인들과 함께 하는 한여름밤  Dream Rock festival  입장료 : 무료","일상예술공유 프로젝트「Dream Rock Stage」","41295996"
"창원시","055-719-7866","(재)창원문화재단","진해야외공연장","20:00","2020-08-12","2020-08-12","영화 '리틀포레스트' 상영.입장료 : 무료","2020 한여름밤의 시네마 「짠내극장」","41295995"
"창원시","010-4568-7450","전문예술법인 진해국악예술단","진해문화센터 공연장","09:00","2020-08-09","2020-08-09","무용, 판소리 경연입장료: 무료","제20회 진해전국국악대전","41295994"
"창원시","055-719-7865","(재)창원문화재단","진해야외공연장","20:00","2020-08-08","2020-08-08","힘내자 창원! 이기자 코로나! 일환 기획공연으로 세계적인 재즈뮤지션 웅산 여름시즌콘서트 공연입장료: 균일20,000원창원시민 누구나 30%할인","웅산의 「Summer Jazz Night」콘서트","41295993"
"창원시","055-719-7866","(재)창원문화재단","진해야외공연장","20:00","2020-08-05","2020-08-05","영화 '우리들' 상영.입장료 : 무료","2020 한여름밤의 시네마 「짠내극장」","41295992"
"창원시","055-719-7816","(재)창원문화재단","3·15아트센터 국제회의장","10:30","2020-08-18","2020-08-04","- 8월 매주화요일(8/4,11,18,25) -손묵광강사의 사진를 해부하다수강료:50,000원","화요명작예술감상회","41295991"
"창원시","055-289-7077","(사)한국미술협회경남지회","3·15아트센터제1~3전시실","평일 10:00~18:00주말 10:00~18:00","2020-08-31","2020-08-28","전국공모 경남미술대전 접수·심사  - 평면부터 입체까지 다양한 회화 작품들이 참여한 미술대전 심사. 입장료:무료","제43회 전국공모 경남미술대전 접수 및 심사","41295990"
"창원시","010-7603-0522","㈜MBC경남","3·15아트센터제1~3전시실","평일 10:00~19:00주말 10:00~18:00","2020-08-25","2020-08-20","경남여성휘호대회 수상작 전시  - 서예, 문인화, 초대작가 작품 등 전시.  입장료:무료","제22회 경남여성휘호대회 작품전시회","41295989"
"창원시","010-8330-1436","대한한복사랑회","3·15아트센터제1전시실","평일 10:00~19:00주말 10:00~18:00","2020-08-18","2020-08-13","우리나라 전통복식 외 소품 전시. 입장료:무료","한땀-시나브로","41295988"
"창원시","010-4570-4422","오오씨어터","3·15아트센터 대극장","29일(토) 11/14/16:3030일(일)11/14","2020-08-30","2020-08-29","인기 캐릭터 뮤지컬.입장료 : 1층 60,000원2층 50,000원","뮤지컬 헬로카봇 시즌5","41295987"
"창원시","055-223-0315","3·15의거기념사업회","3·15아트센터 대극장","19:30","2020-08-27","2020-08-27","3·15의거 60주년 기념 음악회.입장료 : 무료","3·15의거 60주년 기념 대음악제","41295986"
"창원시","010-4333-9228","설전통국악예술원","3·15아트센터 소극장","19:00","2020-08-22","2020-08-22","모듬북, 창작무, 국악가요 등입장료:무료","GOOD ""樂""","41295985"
"창원시","055-250-0118","㈜경남도민일보사","3·15아트센터 대극장","19:30","2020-08-21","2020-08-21","3팀의 재즈 공연 및 재즈 비평가 김현준의 해설.입장료:무료","제11회 삼색재즈콘서트","41295984"
"창원시","070-8153-0733","㈜이에스생활문화","3·15아트센터 대극장","1일(토) 11/14/16:302일(일)11/14/16:30","2020-08-02","2020-08-01","가족 뮤지컬.입장료 : R석 50,000원 S석 40,000원","엄마까투리-먹구렁이와 생일파티","41295983"
"창원시","010-3575-3160","(사)한국문자문명연구회","성산아트홀 전관","평일 10:00~19:00주말 10:00~18:00","2020-08-30","2020-08-19","문자문명전. 입장료:무료","2020문자문명전","41295982"
"창원시","010-4433-8655","김남부","성산아트홀 6전시실","평일 10:00~19:00주말 10:00~18:10전시 마지막날은  주최측에 따라 변동있음","2020-08-17","2020-08-12","김남부 사진전. 입장료:무료","김남부 사진전","41295981"
"창원시","010-5470-2506","김숙이","성산아트홀 5전시실","평일 10:00~19:00주말 10:00~18:09전시 마지막날은  주최측에 따라 변동있음","2020-08-17","2020-08-12","김숙이 사진전.  입장료:무료","김숙이 사진전","41295980"
"창원시","010-8519-7025","창원시공예협회","성산아트홀 4전시실","평일 10:00~19:00주말 10:00~18:08전시 마지막날은  주최측에 따라 변동있음","2020-08-17","2020-08-12","창원시공예협회전. 입장료:무료","창원시공예협회전","41295979"
"창원시","010-3577-0612","we chem-6인 교류 전시","성산아트홀 3전시실","평일 10:00~19:00주말 10:00~18:07전시 마지막날은  주최측에 따라 변동있음","2020-08-17","2020-08-12","1회-Hamwec. 입장료:무료","1회-Hamwec","41295978"
"창원시","010-5001-5499","창원미술청년작가회","성산아트홀 2전시실","평일 10:00~19:00주말 10:00~18:06전시 마지막날은  주최측에 따라 변동있음","2020-08-17","2020-08-12","제23회창원청년작가회. 입장료:무료","제23회창원청년작가회","41295977"
